"Comparison","gene_name","Group","CH_NPvsCB_log2FC","CLIP_log2FC","CLIP_p_value","RiboTag_log2FC","RiboTag_p_value"
"30v5","Il33","CLIP_Bound_30v5",1.1338710567895414,-9.165799463546046,1.5050225477854903e-5,-0.04002978683976719,0.7701592399399357
"30v5","Impact","CLIP_Bound_30v5",-1.2583551003123985,2.1815878468575205,0.02435522057394422,0.07455476939932677,0.3855142207236966
"30v5","Iqgap2","CLIP_Bound_30v5",-2.633566854995017,1.2195021298644066,0.028136992050070635,0.15643870887899977,0.13530388725257628
"30v5","Iqsec2","CLIP_Bound_30v5",3.1663235578355966,1.6182778541825176,0.009426846651012571,-0.03697691222715926,0.5072687170854622
"30v5","Itgb1","CLIP_Bound_30v5",1.452936368272205,-3.813433655746757,0.028697074010739378,0.023515770710125942,0.7781888777376111
"30v5","Itgb8","CLIP_Bound_30v5",3.446776880232743,-1.6340600693551233,0.018848914973887364,-0.08805016775335275,0.2623053780727029
"30v5","Itpr1","CLIP_Bound_30v5",2.126719694436546,0.9137360258213829,0.025078828544021825,-0.013561226439623146,0.9070794028567373
"30v5","Itpr2","CLIP_Bound_30v5",3.6868736367968613,-2.0750244546826937,0.04105233359724098,-0.155217248794847,0.4842760119313089
"30v5","Jmjd4","CLIP_Bound_30v5",1.0061474241888662,-6.638466496054174,0.029169858000804978,-0.041383732099738745,0.469024458484636
"30v5","Jph4","CLIP_Bound_30v5",3.349745248897636,1.1015238534226075,0.04042487783611324,-0.053810471195027194,0.3778674043856595
"30v5","Kars1","CLIP_Bound_30v5",-0.19751914895451303,-7.102273690157071,0.0076407660897312496,-0.009450186209928957,0.8941550114906992
"30v5","Kat2b","CLIP_Bound_30v5",1.4986230806277125,-1.9819046507645544,0.042773016917683544,0.2846181896286236,0.43886892102925945
