"Comparison","gene_name","RiboTag_log2FC","RiboTag_pvalue","RiboTag_padj","Status","Volcano_label"
"5v0","Asns",0.3501448776104374,2.768666437914569e-7,3.1477380873202535e-5,"RiboTag_Up","Not labeled"
"5v0","Mycn",0.6011847357733934,2.7956596945392204e-7,3.1477380873202535e-5,"RiboTag_Up","Not labeled"
"5v0","Cntn1",0.22475386299228148,2.975005136067117e-7,3.31513716657211e-5,"RiboTag_Up","Not labeled"
"5v0","Ppp2r2a",-0.3508674995489178,3.020060269723855e-7,3.3310032097393006e-5,"RiboTag_Down","Not labeled"
"5v0","Siah2",-0.4313899888286951,3.0865928047918845e-7,3.369998144140958e-5,"RiboTag_Down","Not labeled"
"5v0","Erf",-0.2604548274396687,3.221187046410214e-7,3.4817810784648006e-5,"RiboTag_Down","Not labeled"
"5v0","Cacna1b",0.2726482902227894,3.260826652358436e-7,3.4897302262715184e-5,"RiboTag_Up","Labeled increased gene"
"5v0","Btaf1",-0.3831738059711066,3.3626957799996976e-7,3.528871717089003e-5,"RiboTag_Down","Not labeled"
"5v0","Chrm1",0.24482912678916008,3.3519932471580173e-7,3.528871717089003e-5,"RiboTag_Up","Not labeled"
"5v0","Vldlr",0.34554739246788396,3.8826646611889734e-7,4.0353579156530396e-5,"RiboTag_Up","Not labeled"
"5v0","Lrrn2",0.2571033804621209,3.9650892609407525e-7,4.081776173477009e-5,"RiboTag_Up","Not labeled"
"5v0","Btg2",0.39126882019402165,4.190909366179944e-7,4.273541447079152e-5,"RiboTag_Up","Not labeled"
"5v0","Drd1",0.854324163268645,4.889918704147049e-7,4.9397318946846224e-5,"RiboTag_Up","Labeled increased gene"
"5v0","Armcx5",-0.41511277235302413,4.953245475985459e-7,4.9573731805487805e-5,"RiboTag_Down","Not labeled"
"5v0","Pcdhga12",0.322938238441637,5.00748395984997e-7,4.965678359818195e-5,"RiboTag_Up","Not labeled"
"5v0","Etv3",-0.3546343794475827,5.077978557571917e-7,4.989806384435896e-5,"RiboTag_Down","Not labeled"
"5v0","Atp2a2",0.22654378140748663,5.294871253465348e-7,5.156059763847472e-5,"RiboTag_Up","Labeled increased gene"
"5v0","Fstl5",0.5932875907276985,5.377648611341259e-7,5.189911057141757e-5,"RiboTag_Up","Not labeled"
"5v0","Slc9a7",0.289199738245331,5.489216401955673e-7,5.250702662720254e-5,"RiboTag_Up","Not labeled"
"5v0","Vxn",-0.273292815261127,5.82569333461322e-7,5.5236771275293236e-5,"RiboTag_Down","Not labeled"
